Wk,Home,Away,points_home,points_away,home_team_goal_count,away_team_goal_count,average_goals_per_match_home,average_goals_per_match_away,points_per_game_home,points_per_game_away,home_xG_total,away_xG_total,home_xG_average,away_xG_average,btts_home_total,btts_away_total,btts_home_percentage,btts_away_percentage,points_per_goal_home,points_per_goal_away,goal_difference_home,goal_difference_away,goal_difference_home_per_game,goal_difference_away_per_game,label
1,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1,3,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1,6,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,8,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2,9,6,3.0,0.0,2.0,0.0,1.0,0.0,1.5,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,-3.0,-3.0,-1.5,-1.5,1
2,10,1,6.0,3.0,4.0,3.0,2.0,1.5,3.0,1.5,3.0,1.0,1.5,0.5,1.0,1.0,0.5,0.5,1.5,1.0,2.0,0.0,1.0,0.0,1
2,11,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,-4.0,-2.0,-2.0,-1.0,0
2,12,5,6.0,0.0,6.0,2.0,3.0,1.0,3.0,0.0,3.0,0.0,1.5,0.0,1.0,2.0,0.5,1.0,1.0,0.0,5.0,-4.0,2.5,-2.0,1
2,13,7,4.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.5,1.0,0.0,0.5,0.0,2.0,1.0,1.0,4.0,0.5,2.0,0
2,14,4,1.0,4.0,2.0,6.0,1.0,3.0,0.5,2.0,1.0,4.0,0.5,2.0,2.0,1.0,1.0,0.5,0.5,0.6666666666666666,-1.0,5.0,-0.5,2.5,0
2,15,0,6.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,-3.0,3.0,-1.5,1
2,16,8,3.0,3.0,1.0,3.0,0.5,1.5,1.5,1.5,2.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,3.0,1.0,-2.0,-1.0,-1.0,-0.5,2
3,3,1,4.0,4.0,4.0,5.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,3.0,0.3333333333333333,1.0,2.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.8,1.0,0.0,0.3333333333333333,0.0,0
3,5,14,3.0,1.0,4.0,2.0,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,2.0,2.0,0.6666666666666666,0.6666666666666666,2.0,2.0,0.6666666666666666,0.6666666666666666,0.75,0.5,-2.0,-3.0,-0.6666666666666666,-1.0,1
3,12,13,9.0,4.0,11.0,4.0,3.6666666666666665,1.3333333333333333,3.0,1.3333333333333333,4.0,3.0,1.3333333333333333,1.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.8181818181818182,1.0,8.0,-2.0,2.6666666666666665,-0.6666666666666666,1
3,0,11,3.0,1.0,2.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,2.0,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,1.5,1.0,-1.0,-6.0,-0.3333333333333333,-2.0,1
3,8,6,6.0,0.0,4.0,0.0,1.3333333333333333,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.5,0.0,0.0,-4.0,0.0,-1.3333333333333333,1
3,7,15,7.0,6.0,7.0,7.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.0,6.0,5.0,2.0,1.6666666666666667,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.8571428571428571,6.0,4.0,2.0,1.3333333333333333,1
3,2,9,1.0,6.0,1.0,3.0,0.3333333333333333,1.0,0.3333333333333333,2.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,2.0,-3.0,-2.0,-1.0,-0.6666666666666666,2
